pollster,type,mean,low,high
Castleton Polling Institute,posterior,0.005028031604774167,-0.08565040064051598,0.0957064638500643
Castleton Polling Institute,prior,0.001136872243298228,-0.03847081277081493,0.040744557257411385
CBRT Pepperdine,posterior,0.08017611293809089,0.023149565684134052,0.13720266019204774
CBRT Pepperdine,prior,-2.298154917674298e-4,-0.040091426041764334,0.03963179505822948
CBS,posterior,0.00554446380158157,-0.0590077260892519,0.07009665369241504
CBS,prior,-2.901236079811948e-4,-0.04066223973482572,0.040081992518863324
CBS News,posterior,-0.02137111082410548,-0.07593206719514568,0.033189845546934715
CBS News,prior,0.0011878400956185193,-0.03809566451474164,0.040471344705978685
Chicago Tribune,posterior,0.011461151685322803,-0.07351427459854777,0.09643657796919337
Chicago Tribune,prior,-1.7315090920517253e-4,-0.0383592376599806,0.038012935841570256
Chilenski Strategies,posterior,0.019443880475697603,-0.052835435615162005,0.09172319656655721
Chilenski Strategies,prior,3.943459325734841e-4,-0.03942291881289164,0.0402116106780386
Civitas,posterior,-0.020915964867779507,-0.07989324854656524,0.03806131881100622
Civitas,prior,1.0392389127843422e-4,-0.039663376149310474,0.03987122393186734
CNN,posterior,0.037129639235957135,0.004796893938117053,0.06946238453379722
CNN,prior,-2.7550695500146165e-5,-0.03973787693175331,0.03968277554075302
Columbus Dispatch,posterior,0.005919081726684746,-0.046961491913803804,0.0587996553671733
Columbus Dispatch,prior,6.472165243774075e-4,-0.037398491944579323,0.03869292499333414
Crain,posterior,0.05520382400524618,-0.023668685467460565,0.13407633347795292
Crain,prior,-8.981802538842227e-5,-0.03992111849294546,0.03974148244216862
Critical Insights,posterior,-0.015379033492671,-0.08747780950500766,0.05671974251966566
Critical Insights,prior,5.715387808929685e-4,-0.03841825928567457,0.039561336847460514
Daily Kos,posterior,0.02902002320712406,-0.01690009401234424,0.07494014042659236
Daily Kos,prior,-1.557242458615779e-4,-0.03894750379532564,0.038636055303602486
DailyKos,posterior,-0.012092129936153414,-0.08241807070794835,0.058233810835641525
DailyKos,prior,2.36629727602773e-4,-0.040100937450643255,0.0405741969058488
Dan Jones,posterior,0.02539939777133268,-0.056945275173298865,0.10774407071596423
Dan Jones,prior,2.204070347959051e-4,-0.03778185297850597,0.038222667048097785
Democracy Corps,posterior,0.01170250970826417,-0.04066142958265867,0.06406644899918701
Democracy Corps,prior,-3.782094611039468e-5,-0.03797218473715415,0.037896542844933365
Denno Research,posterior,-0.009454108657527046,-0.08869169870797247,0.06978348139291837
Denno Research,prior,-8.080740533208566e-4,-0.0422807754107458,0.04066462730410409
DFM Research,posterior,-0.020590566751522297,-0.10234040596192476,0.06115927245888017
DFM Research,prior,1.9753922045410654e-4,-0.03878992611558664,0.03918500455649486
DHM Research,posterior,0.008731776097968668,-0.07476786440262298,0.09223141659856032
DHM Research,prior,-3.3285709465672217e-4,-0.038286095009426716,0.03762038082011328
Elon University,posterior,0.004077994498766589,-0.060863910667372435,0.06901989966490561
Elon University,prior,5.7592837953640944e-5,-0.039139830806149016,0.039255016482056294
Elway Research,posterior,0.0013477982776498344,-0.07722753215147225,0.07992312870677191
Elway Research,prior,-6.797717581330354e-4,-0.0405581484242932,0.039198604908027124
EPIC,posterior,-0.018559954766628063,-0.07200552609964683,0.034885616566390706
EPIC,prior,-9.22474734318646e-5,-0.03849091141313619,0.038306416466272454
Esquire,posterior,0.0554447097132588,-0.02793797340207419,0.1388273928285918
Esquire,prior,-2.780756222048525e-4,-0.03940211915390548,0.03884596790949577
Essman Research,posterior,-0.04845008508525536,-0.13744544822623345,0.040545278055722736
Essman Research,prior,-4.3037082082629936e-4,-0.039374651430898605,0.038513909789246
Fairleigh Dickinson U,posterior,0.03178378001851179,-0.03146765306954169,0.09503521310656526
Fairleigh Dickinson U,prior,-5.803703294901331e-4,-0.0401618697383949,0.03900112907941463
Field Research,posterior,-0.01200876363810329,-0.07258018833742576,0.04856266106121918
Field Research,prior,4.7832969992352424e-4,-0.0365071774779394,0.03746383687778644
Fleming,posterior,-0.012520013226022952,-0.10382319817282418,0.07878317172077828
Fleming,prior,0.00105327432138711,-0.039436883934836714,0.041543432577610936
FM3 for Patriot Majority,posterior,0.01794244023593231,-0.0680608938052511,0.10394577427711571
FM3 for Patriot Majority,prior,3.441929992277216e-4,-0.038076136648849755,0.0387645226473052
Foster,posterior,-0.12538201228650542,-0.17004466734643958,-0.08071935722657125
Foster,prior,7.168820583459178e-5,-0.03792869577286841,0.03807207218453759
FOX,posterior,0.022044159997624012,-0.008932369181181267,0.05302068917642929
FOX,prior,6.523658000189634e-4,-0.038676379340802626,0.03998111094084055
Franklin,posterior,0.005258877726018285,-0.0627709037458983,0.07328865919793487
Franklin,prior,2.716518467376478e-4,-0.03768694666580171,0.03823025035927701
Gallup,posterior,-0.04189556231245106,-0.06600640465158836,-0.01778471997331376
Gallup,prior,-5.71237164708354e-4,-0.039872653389005704,0.038730179059589
Garin,posterior,0.01377134197953925,-0.07218007106199509,0.09972275502107358
Garin,prior,-6.897674597244202e-4,-0.037127026458532546,0.03574749153908371
Glen Bolger,posterior,-0.013200937080577272,-0.09965667201415153,0.07325479785299698
Glen Bolger,prior,-2.576933433718803e-4,-0.03859364966831928,0.03807826298157552
Glengariff Group,posterior,0.018083044664855795,-0.04413404249663971,0.08030013182635129
Glengariff Group,prior,-0.0010545896849921547,-0.039450780375386615,0.037341601005402306
Global Strategy Group,posterior,0.0068513532900206795,-0.0712444089089541,0.08494711548899546
Global Strategy Group,prior,7.338018698778802e-4,-0.0378524955452328,0.03932009928498856
Gonzales Research,posterior,-0.02327514065780327,-0.10523829381851184,0.0586880125029053
Gonzales Research,prior,9.171982471056834e-5,-0.03863104900278286,0.03881448865220399
Granite State Poll,posterior,0.04472032796286229,-0.010616433577061962,0.10005708950278654
Granite State Poll,prior,-9.200090717794105e-4,-0.039811482416412705,0.03797146427285389
Gravis Marketing,posterior,-0.051287805875896604,-0.07596992248089704,-0.02660568927089616
Gravis Marketing,prior,-1.9318048455085372e-4,-0.03868914531350117,0.03830278434439947
Greenberg Quinlan Rosner,posterior,0.004613676575035563,-0.07769418119534566,0.08692153434541677
Greenberg Quinlan Rosner,prior,-2.0898810578617137e-4,-0.03750359967394651,0.037085623462374165
High Point University,posterior,0.017606488459571697,-0.04548133224903333,0.08069430916817671
High Point University,prior,8.035789432674138e-5,-0.03857549970107643,0.038736215489729914
High Point Universtiy,posterior,0.0210608706667315,-0.062268822723992936,0.10439056405745593
High Point Universtiy,prior,1.1526647249223474e-4,-0.039605239750637844,0.039835772695622315
Howey,posterior,-0.030006489997594803,-0.10449385378428688,0.04448087378909727
Howey,prior,8.59753018247748e-4,-0.036346911344112574,0.03806641738060807
IBD,posterior,0.025420724080024527,-0.033018223043224756,0.08385967120327381
IBD,prior,7.534046047938565e-4,-0.038614422538714735,0.04012123174830244
Insider Advantage,posterior,-0.014207782880848794,-0.09139213989634128,0.06297657413464368
Insider Advantage,prior,-1.199444076115736e-4,-0.03982168936164025,0.039581800546417106
InsiderAdvantage,posterior,-0.05052353362703324,-0.12179935099479414,0.020752283740727656
InsiderAdvantage,prior,9.747911340131736e-4,-0.03811995055502394,0.040069532823050286
Investor,posterior,-0.011616525782492402,-0.07556665696499207,0.05233360540000726
Investor,prior,-9.902755478911607e-4,-0.0401815451680949,0.038200994072312575
Ipsos,posterior,0.02526294791865036,-0.0171829494898838,0.06770884532718452
Ipsos,prior,-3.2044141109903386e-4,-0.03843192550572205,0.037791042683523984
JZ Analytics,posterior,-0.02294245069129815,-0.0976817307937385,0.051796829411142206
JZ Analytics,prior,5.751915630886336e-4,-0.03783267938774388,0.03898306251392115
JZAnalytics,posterior,-0.031384751817548705,-0.10919285953739749,0.04642335590230009
JZAnalytics,prior,-9.437312769898015e-5,-0.0396184826700828,0.03942973641468484
Keating Research,posterior,0.01856476917089085,-0.054755203421119114,0.09188474176290082
Keating Research,prior,-3.185661732892998e-4,-0.03989376304386978,0.039256630697291184
Key Research,posterior,-0.034645059274896244,-0.12367519673759422,0.05438507818780173
Key Research,prior,7.867371195303708e-4,-0.03645677265549091,0.038030246894551645
Kimball Political Consulting,posterior,-0.046528029008166515,-0.12344400748469203,0.03038794946835901
Kimball Political Consulting,prior,-3.505125679194873e-4,-0.040855224144355017,0.040154199008516044
LA Times,posterior,0.013000332802173909,-0.06398832912128496,0.08998899472563279
LA Times,prior,-5.598946163983862e-4,-0.03944057815869887,0.03832078892590209
Lake Research,posterior,-0.002061717164091087,-0.08175678144354435,0.07763334711536217
Lake Research,prior,-7.316315146521838e-4,-0.03806437523763889,0.03660111220833452
Landmark,posterior,-0.009697104250153939,-0.09406300816382693,0.07466879966351905
Landmark,prior,3.007743189426412e-4,-0.03797983164348581,0.03858138028137109
Magellan Strategies,posterior,-0.03493779387128572,-0.10020268953257169,0.030327101790000255
Magellan Strategies,prior,1.4608080345474768e-4,-0.039584794727671284,0.03987695633458078
Maine People,posterior,-0.02491574224658651,-0.09809803291686454,0.04826654842369153
Maine People,prior,-6.675075704648685e-4,-0.03946082950397101,0.03812581436304127
Marketing Resource Group,posterior,-0.009948194001906122,-0.09382737859087704,0.0739309905870648
Marketing Resource Group,prior,7.261876736042187e-5,-0.040238980468750914,0.04038421800347176
Marquette Univ,posterior,0.025792288694292263,-0.01954277844658275,0.07112735583516727
Marquette Univ,prior,-0.0013842297849352022,-0.04013105663687714,0.03736259706700674
Mason,posterior,-0.03971942032298701,-0.08063575042990802,0.001196909783933997
Mason,prior,2.142547114309625e-4,-0.03833203308562001,0.03876054250848193
Mass Insight,posterior,0.02496966061724024,-0.056507049312163576,0.10644637054664405
Mass Insight,prior,1.864090053003101e-4,-0.04011775790709472,0.04049057591769534
MassInc,posterior,0.006218670470109676,-0.07779789457663575,0.09023523551685511
MassInc,prior,-2.955867652982966e-4,-0.03900493486243778,0.038413761331841184
MassINC,posterior,0.05162126917783845,-0.017471232791664,0.1207137711473409
MassINC,prior,4.25808757703003e-4,-0.03892851256592405,0.03978013008133006
McClatchy,posterior,-0.005059404585889027,-0.08167987320190744,0.07156106403012939
McClatchy,prior,-1.3927019813252913e-6,-0.0400180961959402,0.04001531079197755
McLaughlin,posterior,-0.05462482803286047,-0.11777872841473438,0.008529072349013449
McLaughlin,prior,1.583024705948234e-4,-0.03802274384373188,0.03833934878492153
Mercyhurst,posterior,-0.002999091745710346,-0.0860167200770237,0.080018536585603
Mercyhurst,prior,6.582933799239047e-4,-0.03899439876428618,0.04031098552413399
Merriman River Group,posterior,-6.17089876223669e-5,-0.09213629036717487,0.09201287239193014
Merriman River Group,prior,-3.303994401927475e-4,-0.03881866552447613,0.03815786664409064
Mitchell Research,posterior,-0.04920668271005961,-0.10284258654792099,0.004429221127801766
Mitchell Research,prior,7.619298676546979e-4,-0.03774818833604733,0.03927204807135673
Monmouth,posterior,-0.035059742281492876,-0.10666184813699436,0.03654236357400861
Monmouth,prior,5.4156820360253105e-5,-0.038336754675190994,0.0384450683159115
Monmouth University,posterior,0.015421536487430016,-0.042273866904293994,0.07311693987915403
Monmouth University,prior,4.2638872469083456e-4,-0.038913650767657446,0.039766428217039115
Montana State University,posterior,-0.020938195917491825,-0.10594787620108631,0.06407148436610266
Montana State University,prior,3.9257867996689587e-4,-0.03793605533555622,0.038721212695490004
Moore Information,posterior,0.008583913363359072,-0.06391940132421467,0.08108722805093282
Moore Information,prior,8.948929381157816e-4,-0.03829512059963823,0.04008490647586979
Morning Call,posterior,-0.0019314107760444147,-0.06267569818600414,0.05881287663391531
Morning Call,prior,0.0013511761215547742,-0.03826970497074377,0.04097205721385332
MTSU,posterior,-0.05543665124419159,-0.14151304839759585,0.030639745909212673
MTSU,prior,-3.2170168297734485e-4,-0.040805525303623864,0.04016212193766918
National Journal,posterior,0.03143767926229606,-0.040154869596488,0.10303022812108012
National Journal,prior,-6.739602375068339e-4,-0.04024072545374818,0.03889280497873451
National Public Radio,posterior,-0.01704898305880206,-0.09058827393810966,0.05649030782050553
National Public Radio,prior,-8.529590674572146e-4,-0.039942215570940624,0.0382362974360262
NBC,posterior,0.01551633120117649,-0.024175308340008573,0.055207970742361556
NBC,prior,-2.6684158100265085e-5,-0.039482757107206085,0.03942938879100555
Nevada Retail Assn,posterior,-0.026481744172048884,-0.1145914580631795,0.061627969719081736
Nevada Retail Assn,prior,-4.0228970234634234e-4,-0.04123653762679401,0.04043195822210133
New England College,posterior,0.02705180979666412,-0.04047917296298868,0.09458279255631692
New England College,prior,5.4548929090676864e-5,-0.0385909076760019,0.03870000553418325
Newsweek,posterior,0.001236351175685388,-0.08081227935483298,0.08328498170620377
Newsweek,prior,4.5457120871631506e-5,-0.03942424092972348,0.03951515517146674
Nielson Brothers,posterior,0.008632012546696781,-0.08043086106009968,0.09769488615349324
Nielson Brothers,prior,-2.143905148143224e-6,-0.03725043194564664,0.03724614413535036
NY1,posterior,5.233300611528174e-4,-0.07858144378541373,0.07962810390771938
NY1,prior,2.4574151639880014e-4,-0.03938591516866469,0.039877398201462286
Ohio Newspaper Poll,posterior,-0.016051013788657892,-0.09528649246136549,0.0631844648840497
Ohio Newspaper Poll,prior,-1.9762999040181175e-4,-0.03920208320709694,0.038806823226293315
Ohio Poll,posterior,-0.007988308973295147,-0.06566054011648069,0.04968392216989039
Ohio Poll,prior,6.267395382698171e-4,-0.040120490749090756,0.041373969825630394
Pan Atlantic SMS,posterior,0.016826534088599628,-0.07069954331257909,0.10435261148977835
Pan Atlantic SMS,prior,-2.6207146387874987e-4,-0.03964697750209564,0.03912283457433814
Pew,posterior,0.04077799833384728,-0.005686105180853225,0.08724210184854778
Pew,prior,3.495010144282153e-4,-0.03790195401446249,0.038600956043318924
Pew Center,posterior,0.03678734217167311,-0.017877991469009556,0.09145267581235578
Pew Center,prior,8.871657366850968e-5,-0.03875677484937164,0.038934207996708665
Philadelphia Inquirer,posterior,0.030617633489310216,-0.028020369455993725,0.08925563643461415
Philadelphia Inquirer,prior,0.00151079726517815,-0.03909757697018539,0.042119171500541695
Politico,posterior,-0.03193245163609163,-0.07286411319368638,0.008999209921503118
Politico,prior,-9.941508317662313e-4,-0.04106809854490004,0.039079796881367576
PPIC,posterior,-0.08571984049330929,-0.1489881736574038,-0.02245150732921479
PPIC,prior,-3.545222036277203e-4,-0.04070867017671504,0.0399996257694596
PPP,posterior,-0.007545497680918806,-0.047522554482355414,0.0324315591205178
PPP,prior,-3.4507476441150616e-4,-0.038880825347613425,0.03819067581879041
Project New America,posterior,0.03785339535200112,-0.02831163355157823,0.10401842425558047
Project New America,prior,0.001155675308814949,-0.038123756226524023,0.04043510684415392
Public Policy,posterior,0.020396608195622425,0.00308513522487815,0.0377080811663667
Public Policy,prior,4.123740178514484e-4,-0.038686082233327854,0.03951083026903075
Public Policy Polling,posterior,0.005130201965475969,-0.061202016808025526,0.07146242073897746
Public Policy Polling,prior,3.154967197718034e-4,-0.03939324250924816,0.040024235948791766
Pulse Opinion Research,posterior,-0.010442945899071734,-0.05643260287945648,0.03554671108131301
Pulse Opinion Research,prior,4.777322001081629e-4,-0.03925034877429373,0.04020581317451005
Purple Strategies,posterior,-0.027424395779878884,-0.06398087605075835,0.009132084491000583
Purple Strategies,prior,-2.3128196770567854e-4,-0.038381197845158595,0.037918633909747236
Quinnipiac,posterior,0.007726864974187052,-0.01392831376667982,0.029382043715053922
Quinnipiac,prior,1.382248457523869e-4,-0.038416755390622774,0.03869320508212754
Quinnipiac University,posterior,-0.011348046192159643,-0.07955966362462424,0.05686357124030495
Quinnipiac University,prior,-1.8912715736685613e-4,-0.037824936177929196,0.03744668186319549
Rasmussen,posterior,-0.04839785254901789,-0.06626482240760322,-0.030530882690432568
Rasmussen,prior,7.855495729717797e-4,-0.03898323566029317,0.04055433480623673
Rasmussen [permanent dead link],posterior,-0.024933117074376013,-0.09593785838319693,0.04607162423444491
Rasmussen [permanent dead link],prior,-7.721483954600445e-4,-0.04004524862258242,0.03850095183166233
Rasmussen Reports,posterior,-0.04278042004962709,-0.10424483922973295,0.018683999130478773
Rasmussen Reports,prior,-1.0008398555608101e-4,-0.03969872680771566,0.0394985588366035
Reason,posterior,0.006871718693901445,-0.0651186044288196,0.0788620418166225
Reason,prior,5.237943972501502e-4,-0.037950743078743694,0.038998331873243995
Research Consultants,posterior,-0.023520056361471083,-0.10873758690036561,0.06169747417742344
Research Consultants,prior,-5.435792812801385e-5,-0.038670478507043186,0.03856176265078715
Reuters,posterior,0.020566909822408653,-0.02268695974503029,0.06382077938984759
Reuters,prior,-0.0016455999917627205,-0.039743557515450174,0.03645235753192474
Roanoke College,posterior,-0.04484287956284186,-0.11154784249808636,0.02186208337240264
Roanoke College,prior,-8.602055059901551e-5,-0.03954292064490206,0.039370879543704024
Rockefeller Ctr,posterior,-0.028033067359260675,-0.11295017725324004,0.056884042534718696
Rockefeller Ctr,prior,7.737755030279366e-4,-0.03892071056366631,0.040468261569722185
Rutgers,posterior,0.09203499077304166,0.015502908482196806,0.16856707306388652
Rutgers,prior,-1.8590664343179052e-4,-0.039909558090534765,0.03953774480367118
Selzer,posterior,0.04895849976291553,-0.014040507529518,0.11195750705534907
Selzer,prior,-1.1386678571952096e-4,-0.03881390797444241,0.03858617440300337
Siena College,posterior,0.01502787424188345,-0.03675690351469342,0.06681265199846033
Siena College,prior,3.7708786136910995e-4,-0.03845799428840656,0.039212170011144784
Simon Institute,posterior,-0.04325037705992218,-0.12337492101897088,0.03687416689912653
Simon Institute,prior,-6.949166736897453e-4,-0.039397123803678054,0.03800729045629856
SoonerPoll,posterior,0.0014073291861161751,-0.0896055939715531,0.09242025234378545
SoonerPoll,prior,-8.214625722583247e-4,-0.03920962762852378,0.037566702484007126
Southern Media,posterior,0.04587829044557289,-0.036922734114011015,0.1286793150051568
Southern Media,prior,3.324874825591289e-4,-0.04083342090533824,0.0414983958704565
St,posterior,0.021453494640489526,-0.0504337295773989,0.09334071885837796
St,prior,-7.10817913429622e-4,-0.039738088352342674,0.038316452525483435
Stockton College,posterior,0.032476698104451425,-0.04792050488549573,0.11287390109439857
Stockton College,prior,1.2271574431245343e-4,-0.039817698746702566,0.040063130235327475
Strategies 360,posterior,0.0032600593636390243,-0.0763677919643688,0.08288791069164683
Strategies 360,prior,-2.0213949570311405e-4,-0.0392916598134466,0.03888738082204037
Suffolk University,posterior,0.046950625397545895,-0.0024704223530632174,0.09637167314815501
Suffolk University,prior,6.501474676671955e-4,-0.040230279732548925,0.04153057466788331
Sunshine State News,posterior,-0.0287337618693867,-0.10370949785762074,0.04624197411884734
Sunshine State News,prior,-9.649715253185961e-4,-0.039937058044964426,0.03800711499432723
SurveyUSA,posterior,0.0431055378574714,0.016780634163268374,0.06943044155167442
SurveyUSA,prior,-6.200997632674111e-4,-0.03891191774286998,0.03767171821633515
Susquehanna Polling,posterior,-0.08090556506667018,-0.1417711972670762,-0.020039932866264168
Susquehanna Polling,prior,1.470037863808202e-4,-0.04057950666130648,0.040873514234068126
Talk Business,posterior,0.003136565758911202,-0.08263498179962649,0.0889081133174489
Talk Business,prior,0.0012684160051564285,-0.03671640403560842,0.03925323604592127
Texas Lyceum,posterior,-0.02414483978273883,-0.10427218798253035,0.055982508417052684
Texas Lyceum,prior,-0.0014142905855530719,-0.04206639280559614,0.03923781163449
The West Va,posterior,-0.0015631602716046154,-0.0939510788382744,0.09082475829506516
The West Va,prior,-4.817178782554134e-4,-0.04164764569047204,0.04068420993396121
TIME,posterior,0.01761926301529463,-0.06367468159438897,0.09891320762497824
TIME,prior,0.0011884642960800734,-0.03866788813926452,0.04104481673142466
TIR,posterior,-0.02658184778204394,-0.1097842532657637,0.05662055770167583
TIR,prior,-6.78331193153782e-4,-0.0397985379961395,0.038441875609831935
UConn,posterior,0.035762560606766,-0.022480395779198144,0.09400551699273013
UConn,prior,-5.295819418507109e-4,-0.03965315113561817,0.03859398725191675
UMass,posterior,0.016705358146396728,-0.0571962116033438,0.09060692789613727
UMass,prior,2.0594045275931257e-4,-0.03939634268257227,0.03980822358809089
United Technologies,posterior,0.020566779986546053,-0.053994136805421165,0.09512769677851327
United Technologies,prior,4.0364375209943224e-4,-0.039769653687986795,0.04057694119218566
Univ,posterior,-0.0219560275637085,-0.09635476746320545,0.052442712335788455
Univ,prior,-4.199926598528266e-4,-0.04064728427411064,0.03980729895440499
University of Arkansas,posterior,-0.013364955007943642,-0.10048490864867933,0.07375499863279204
University of Arkansas,prior,9.610285867231567e-4,-0.03928254025666935,0.04120459743011567
University of Cincinnati,posterior,-0.005953420209094348,-0.08202793551531018,0.07012109509712147
University of Cincinnati,prior,-2.8853363989076163e-4,-0.039518021534649755,0.03894095425486824
University of North Florida,posterior,0.029805969485311078,-0.0495805121046246,0.10919245107524675
University of North Florida,prior,2.9770810255536474e-4,-0.03858418378308607,0.039179599988196805
UPI,posterior,0.00460615875738669,-0.04290558192477726,0.052117899439550634
UPI,prior,-0.0010363980593575328,-0.03918095261520721,0.03710815649649214
USC,posterior,-0.04445405141266695,-0.10537960980658444,0.016471506981250536
USC,prior,-2.3684528522501842e-4,-0.03867529810287165,0.03820160753242162
Washington Poll,posterior,0.02744329750329456,-0.047692010827651954,0.10257860583424108
Washington Poll,prior,-0.0011705174488679984,-0.039974658742116226,0.037633623844380223
Washington Post,posterior,0.034737079294103676,-0.021666352331709264,0.09114051091991662
Washington Post,prior,-1.3773675976468133e-4,-0.040738276306910355,0.04046280278738099
Washington Times,posterior,0.0028031161415309255,-0.0659807038194137,0.07158693610247555
Washington Times,prior,4.484264135147446e-5,-0.039602870802201186,0.039692556084904136
We Ask America,posterior,-0.005855443602295448,-0.029288383487685414,0.017577496283094518
We Ask America,prior,9.67158750889173e-5,-0.04209502928099259,0.04228846103117042
Wenzel Strategies,posterior,-0.03297111587932954,-0.1111629885244636,0.045220756765804525
Wenzel Strategies,prior,-5.136022835065671e-4,-0.04014349508152312,0.03911629051450999
Western New England Univ,posterior,0.038493519227230655,-0.030376566982247735,0.10736360543670904
Western New England Univ,prior,-7.269516837348975e-4,-0.038983258657291714,0.03752935528982192
Wiese Research,posterior,0.02777166406290216,-0.05192448462694989,0.1074678127527542
Wiese Research,prior,-5.977576031106576e-4,-0.03893274154922813,0.037737226343006816
Wilson Perkins Allen,posterior,-0.004928478002372325,-0.08510502862503126,0.07524807262028661
Wilson Perkins Allen,prior,5.924723695460819e-4,-0.03886068179256576,0.04004562653165793
YouGov,posterior,4.362446113004522e-4,-0.039938484967644086,0.040810974190244986
YouGov,prior,3.2411825394831667e-4,-0.037930882258867024,0.03857911876676366
Zogby,posterior,0.01823388232056462,-0.04217384000232971,0.07864160464345896
Zogby,prior,5.839940996642234e-4,-0.04054273915919456,0.04171072735852301
